Age,Workclass,Fnlwgt,Education,Marital_Status,Occupation,Relationship,Race,Sex,Native_Country,Income,Predicted_Income
17,2,73338,1,4,11,3,4,1,38,0, <=50K
40,5,150533,9,2,9,2,4,1,38,0, >50K
30,2,302473,11,4,0,3,4,0,38,0, <=50K
22,4,32921,15,4,4,3,4,1,38,0, <=50K
22,1,163205,11,4,7,3,4,0,38,0, <=50K
23,2,91189,15,2,12,0,4,1,38,0, <=50K
72,2,33404,0,6,0,1,4,0,38,0, <=50K
65,2,31924,15,6,0,1,4,0,38,0, <=50K
51,2,392286,11,2,13,0,4,1,38,1, >50K
24,2,22201,11,2,10,0,1,1,36,0, >50K
32,2,207668,11,2,2,0,4,1,38,0, >50K
27,2,221366,15,2,9,0,4,1,38,1, <=50K
24,2,403671,9,4,9,1,4,1,38,0, <=50K
41,2,105616,15,6,0,4,2,0,38,0, <=50K
57,2,160275,11,0,2,1,4,1,38,0, <=50K
55,2,314592,11,2,2,0,4,1,38,1, >50K
45,1,311080,15,2,0,0,4,1,38,1, >50K
28,3,32922,8,4,11,1,4,1,38,0, <=50K
18,2,188241,1,4,7,3,4,1,38,0, <=50K
19,2,301747,11,5,0,3,4,0,38,0, <=50K
44,2,323627,9,4,3,1,4,0,38,0, <=50K
44,2,188331,15,0,3,4,4,0,38,0, <=50K
48,2,118158,7,2,13,0,4,1,38,0, >50K
41,2,207578,11,2,13,0,4,1,38,1, >50K
47,2,344916,7,0,13,1,2,1,38,0, <=50K
71,2,180733,12,4,7,1,4,0,38,0, <=50K
58,4,43221,15,2,4,0,4,1,38,1, >50K
40,2,353432,0,0,6,1,4,0,38,0, <=50K
39,2,47871,9,0,3,4,4,0,38,1, <=50K
70,2,278139,11,2,11,0,4,1,38,0, >50K
41,1,190786,9,0,9,1,4,1,38,0, <=50K
19,2,178147,15,4,5,3,4,1,38,0, <=50K
40,2,275446,11,4,11,3,2,1,38,0, <=50K
28,4,54683,15,4,2,1,4,1,38,0, <=50K
57,2,136107,6,2,2,0,2,1,38,1, <=50K
27,2,472070,8,4,6,1,4,1,38,0, <=50K
28,2,119793,8,0,3,1,4,1,38,1, <=50K
35,3,135436,14,2,9,0,4,1,38,1, >50K
55,4,349910,7,2,11,0,4,1,38,0, >50K
46,2,224202,15,2,11,0,4,1,38,0, >50K
45,3,122206,7,2,3,0,4,1,38,1, >50K
56,2,70720,2,2,9,0,4,1,38,1, >50K
18,2,115839,2,4,0,1,4,0,38,0, <=50K
38,2,117802,11,2,6,0,4,1,38,1, >50K
38,2,196123,11,2,2,0,4,1,38,0, >50K
17,2,242773,1,4,7,3,4,0,38,0, <=50K
44,0,201435,8,2,2,0,2,1,38,1, >50K
46,5,394860,9,2,9,0,4,1,38,0, >50K
59,1,171328,11,5,10,2,2,0,38,0, <=50K
35,2,217893,11,0,11,1,4,0,38,0, <=50K
19,2,177839,11,4,7,3,4,0,38,0, <=50K
55,2,176904,0,2,13,0,4,1,38,0, <=50K
56,2,103948,1,2,13,0,4,1,38,0, <=50K
32,2,169589,8,2,5,0,4,1,38,1, <=50K
52,0,312500,8,0,4,1,4,0,38,0, <=50K
25,2,278404,9,4,9,1,4,1,38,0, <=50K
54,4,83311,14,2,9,0,4,1,38,1, >50K
31,4,156890,5,2,2,0,4,1,38,0, <=50K
25,2,189027,9,4,5,3,4,1,38,0, <=50K
34,2,418020,10,2,9,0,4,1,38,1, >50K
23,2,82777,11,2,3,0,4,1,38,0, <=50K
25,2,207875,5,2,5,0,4,1,25,0, <=50K
25,2,212522,11,4,2,2,4,1,38,0, <=50K
32,1,159187,9,4,9,1,4,1,38,0, <=50K
19,2,178147,11,4,11,3,4,1,38,0, <=50K
70,4,36311,9,2,9,0,4,1,38,1, >50K
46,2,44671,9,2,10,0,4,1,38,0, >50K
39,2,435638,15,4,6,1,4,1,38,0, <=50K
22,2,162343,15,4,0,2,2,1,38,0, <=50K
21,2,283757,15,4,11,3,4,1,38,0, <=50K
38,2,193961,15,2,2,0,1,1,29,1, >50K
20,5,39478,15,4,3,3,4,1,38,0, <=50K
59,2,38573,15,2,3,0,4,1,38,1, >50K
46,1,146497,11,0,9,1,4,0,38,0, <=50K
49,2,281647,12,2,3,0,4,1,38,1, >50K
59,4,199240,11,0,9,1,4,1,8,0, <=50K
55,4,248841,12,2,9,0,4,1,38,1, >50K
33,2,144949,11,4,5,1,4,1,38,0, <=50K
45,1,189890,11,4,0,4,4,0,38,0, <=50K
41,2,185267,9,2,9,0,4,1,38,0, >50K
25,2,180212,11,4,0,4,2,0,38,0, <=50K
42,2,384236,12,2,9,0,4,1,38,1, >50K
29,2,168470,11,4,13,3,4,1,38,0, <=50K
43,0,214541,15,2,3,0,4,1,38,1, >50K
28,2,70034,9,2,11,0,4,1,38,1, >50K
26,2,116044,1,5,2,2,4,1,38,0, <=50K
33,2,215306,8,4,7,1,4,1,4,0, <=50K
32,3,108467,9,4,3,1,4,1,38,0, <=50K
47,2,431245,5,2,2,0,4,1,38,0, >50K
48,2,83444,8,2,3,0,4,1,38,1, >50K
39,1,203482,12,2,9,0,4,1,38,1, >50K
46,1,180010,9,2,9,5,4,0,38,1, >50K
55,5,153451,11,2,12,5,4,0,38,1, <=50K
42,2,74949,15,0,9,1,4,1,38,0, <=50K
30,2,235639,0,2,2,0,4,1,38,0, <=50K
28,2,65171,15,2,0,0,4,1,38,0, <=50K
32,2,193380,11,4,13,3,4,1,38,0, <=50K
69,2,312653,15,2,11,0,4,1,38,0, >50K
48,2,121124,15,2,7,0,4,1,38,1, >50K
62,2,199193,11,2,5,0,4,1,38,0, <=50K
30,1,44566,9,2,9,0,4,1,38,0, >50K
27,4,140863,6,2,2,0,4,1,38,0, <=50K
21,2,195919,0,4,5,1,3,1,5,0, <=50K
23,2,217961,15,4,5,3,4,1,38,0, <=50K
40,1,163725,9,2,9,0,4,1,38,1, >50K
25,2,99126,8,2,9,5,4,0,38,1, <=50K
25,2,29020,7,0,0,1,2,0,38,0, <=50K
28,2,176683,9,2,3,0,4,1,38,1, >50K
54,2,57758,12,2,11,0,4,1,38,1, >50K
32,2,94041,8,4,2,1,4,1,20,0, <=50K
43,2,358199,15,2,11,0,4,1,38,1, >50K
53,1,205005,9,2,9,5,4,0,38,1, >50K
42,3,27187,12,2,4,0,4,1,38,1, >50K
29,2,320451,11,4,10,1,1,1,29,0, <=50K
36,2,207853,11,0,2,3,4,1,38,0, <=50K
57,2,199572,1,2,6,0,4,1,38,0, <=50K
22,2,270436,11,4,7,3,4,1,38,0, <=50K
40,2,84136,11,2,2,0,4,1,38,0, >50K
45,2,183598,11,0,0,1,4,0,38,0, <=50K
30,2,263150,11,0,6,4,4,0,38,0, <=50K
40,2,254167,0,5,13,3,4,1,38,0, <=50K
35,2,209609,11,2,13,0,4,1,38,0, <=50K
43,3,151089,11,2,11,0,4,1,38,0, >50K
19,2,271446,15,4,7,3,4,0,38,0, <=50K
40,2,179666,9,4,3,1,4,1,1,0, <=50K
30,2,323054,0,0,7,1,0,1,38,0, <=50K
25,2,178478,9,4,12,3,4,0,38,0, <=50K
49,2,239865,1,2,13,0,4,1,38,0, >50K
35,5,119421,9,2,3,5,4,0,38,1, >50K
41,4,277783,15,0,2,1,4,1,38,0, <=50K
33,2,351810,9,4,9,1,4,0,25,0, <=50K
37,3,175360,11,2,2,0,4,1,38,1, >50K
39,3,154641,11,0,2,4,4,1,38,0, <=50K
63,0,39181,10,0,3,1,4,0,38,1, <=50K
28,2,67218,5,2,11,2,4,1,38,0, <=50K
18,2,212370,11,2,2,0,4,1,38,0, <=50K
73,4,233882,11,2,4,0,1,1,39,0, <=50K
26,2,184026,15,4,9,1,3,1,38,0, <=50K
58,2,147989,11,2,13,0,4,1,38,1, >50K
19,2,319889,11,4,7,3,4,1,38,0, <=50K
66,2,29431,11,2,11,0,4,1,38,0, >50K
20,2,117109,15,4,0,2,2,0,38,0, <=50K
32,2,398019,5,4,8,1,4,0,25,0, <=50K
50,1,172175,14,2,9,0,4,1,38,1, >50K
26,2,176729,9,4,2,1,4,1,38,1, <=50K
30,2,103642,1,2,2,0,4,1,38,0, <=50K
57,2,314153,9,2,11,0,4,1,38,1, >50K
31,4,312055,11,2,3,0,4,1,38,0, >50K
43,2,247880,11,4,2,1,4,1,38,0, <=50K
29,4,178564,9,4,9,2,4,1,38,0, <=50K
33,2,204742,15,2,11,0,4,1,38,0, >50K
50,1,139296,1,4,2,4,4,1,38,0, <=50K
61,2,119684,14,2,9,0,4,1,38,1, >50K
43,2,117728,11,2,2,0,4,1,38,0, >50K
30,2,184687,11,4,9,3,4,0,38,0, <=50K
41,2,223763,11,0,2,1,4,1,38,0, <=50K
27,1,105830,9,4,9,1,4,0,38,0, <=50K
40,5,26598,9,0,9,1,4,1,38,0, <=50K
38,2,220783,11,0,7,1,4,0,38,0, <=50K
47,1,193012,12,0,10,1,2,1,38,1, <=50K
48,2,143098,10,2,9,0,1,1,2,1, >50K
40,2,236110,2,2,9,0,4,1,4,1, >50K
27,2,311446,11,2,0,5,4,0,38,1, <=50K
49,4,162856,15,0,3,1,0,0,38,0, <=50K
42,2,33155,11,2,6,0,4,1,38,0, <=50K
60,3,105339,9,2,3,0,4,1,38,1, >50K
36,2,129150,15,2,9,0,4,1,38,1, >50K
40,2,146908,10,2,9,0,4,1,38,1, >50K
40,4,198953,7,4,9,3,2,0,38,0, <=50K
23,2,67958,15,4,7,1,4,0,38,0, <=50K
51,5,94174,15,0,0,4,4,0,38,0, <=50K
38,2,209609,15,2,12,0,4,1,38,1, >50K
27,2,242097,8,2,13,0,4,1,38,0, <=50K
59,2,212783,11,0,7,1,4,0,38,0, <=50K
63,2,169983,1,6,11,1,4,0,38,0, <=50K
50,2,50178,11,2,12,0,4,1,38,1, >50K
23,2,32732,9,4,9,1,4,1,38,0, <=50K
24,5,390867,12,4,9,1,2,0,38,0, <=50K
35,2,287701,7,0,2,4,4,1,38,1, <=50K
56,3,187355,15,2,11,5,4,0,1,1, >50K
38,2,33105,9,2,9,0,0,1,38,1, >50K
26,2,106406,15,2,2,0,4,1,38,0, <=50K
25,2,130302,11,4,5,4,4,1,38,0, <=50K
26,2,41521,11,4,7,1,4,0,38,0, <=50K
36,1,142573,11,2,3,0,4,1,38,1, >50K
19,2,386378,11,4,7,1,4,1,38,0, <=50K
22,2,223019,11,4,0,1,4,0,38,0, <=50K
57,3,33725,9,2,2,0,4,1,38,1, >50K
40,2,187702,9,4,12,1,4,1,38,0, <=50K
37,2,151835,14,2,11,0,4,1,38,1, >50K
45,2,178341,12,2,9,0,4,1,38,0, >50K
26,2,154604,11,0,11,4,4,0,38,0, <=50K
21,2,213341,1,3,5,3,4,1,5,0, <=50K
36,2,178815,9,4,3,1,4,1,38,1, <=50K
54,2,170562,15,2,3,0,4,1,38,1, >50K
22,2,233624,11,2,2,0,4,1,38,0, <=50K
27,2,155057,11,4,13,1,4,1,38,0, <=50K
40,2,377322,11,2,2,0,2,1,38,1, <=50K
17,3,181608,0,4,11,3,4,1,38,0, <=50K
65,2,255386,11,4,2,2,1,1,0,0, <=50K
68,2,159191,15,4,0,1,4,0,38,0, <=50K
58,4,193434,11,2,2,0,4,1,38,0, >50K
31,2,243442,11,2,0,0,4,1,38,0, <=50K
35,4,42044,7,2,2,0,4,1,38,0, <=50K
39,2,1455435,7,5,2,1,4,1,38,0, <=50K
44,4,445382,15,0,7,4,4,1,38,0, <=50K
41,5,176663,11,2,0,5,4,0,38,0, <=50K
56,2,102106,11,2,5,0,4,1,38,0, <=50K
62,2,200332,11,2,6,0,4,1,38,0, <=50K
22,2,67234,11,4,11,1,4,1,38,0, <=50K
45,2,168038,9,2,3,0,4,1,38,0, >50K
37,2,359001,8,2,13,0,4,1,38,1, >50K
74,3,228075,15,2,3,0,4,1,38,1, >50K
57,2,162301,11,0,0,1,4,0,38,0, <=50K
20,2,133061,11,4,5,3,4,1,38,0, <=50K
33,1,27959,11,4,7,4,0,1,38,0, <=50K
58,2,137506,11,2,6,0,4,1,38,0, >50K
49,4,182752,10,2,9,5,4,0,38,1, >50K
22,0,32950,15,2,11,0,4,1,38,0, <=50K
74,4,192413,14,0,9,2,4,1,38,0, <=50K
18,2,238867,1,4,5,3,4,1,38,0, <=50K
31,2,265706,11,2,2,0,4,1,38,1, >50K
35,2,140752,11,4,11,1,4,1,38,0, <=50K
43,2,90582,11,2,13,0,4,1,38,0, >50K
33,0,293550,15,2,12,5,4,0,38,0, >50K
25,2,122175,11,4,5,3,4,1,38,0, <=50K
29,2,250819,15,4,0,1,4,0,38,0, <=50K
74,2,188709,14,2,9,0,4,1,38,1, >50K
17,2,104232,0,4,7,3,4,1,38,0, <=50K
43,2,160943,11,2,7,0,2,1,38,1, <=50K
33,2,235847,14,2,3,5,4,0,38,1, >50K
33,2,174789,15,4,0,1,4,1,38,0, <=50K
17,2,194612,1,4,7,3,4,1,38,0, <=50K
59,4,190514,1,2,2,0,4,1,38,0, >50K
49,2,165513,15,0,5,4,2,0,38,0, <=50K
44,2,165815,6,4,6,1,4,1,38,0, <=50K
52,2,186272,11,0,11,1,4,1,38,0, <=50K
24,2,151443,11,4,6,2,2,0,38,0, <=50K
19,2,231688,15,4,6,3,4,1,38,0, <=50K
54,2,37289,12,2,3,5,4,0,38,1, >50K
63,4,52144,15,6,3,1,4,1,38,0, <=50K
42,2,366180,15,2,3,0,4,1,38,1, >50K
59,2,32552,9,2,2,0,4,1,38,0, >50K
27,2,120155,11,2,0,0,4,1,38,0, <=50K
37,2,94334,5,4,6,3,4,0,38,0, <=50K
51,4,35295,11,4,4,4,4,1,38,0, <=50K
47,2,133969,9,2,3,0,1,1,23,0, >50K
32,1,177794,12,4,9,1,4,0,38,0, <=50K
19,2,97261,11,4,4,1,4,1,38,0, <=50K
37,4,29054,8,4,4,3,4,1,38,0, <=50K
30,2,293512,8,4,9,1,2,1,38,0, <=50K
25,1,203408,15,2,7,0,4,1,38,0, <=50K
18,2,102182,2,4,8,1,4,0,38,0, <=50K
45,1,56841,11,2,2,0,4,1,38,1, >50K
36,2,185325,11,4,7,3,4,1,38,0, <=50K
43,2,299197,15,2,0,0,4,1,38,0, >50K
34,2,24529,11,6,0,4,4,1,38,0, <=50K
33,2,183557,7,4,9,1,4,0,38,0, <=50K
26,2,190027,0,0,5,1,4,0,38,0, <=50K
46,3,110457,12,2,3,0,4,1,38,1, >50K
57,2,104996,15,4,2,1,4,1,38,0, <=50K
38,2,161141,15,2,12,0,4,1,38,0, >50K
52,2,144361,8,2,2,0,4,1,38,1, >50K
18,2,311795,2,4,11,3,2,0,38,0, <=50K
35,2,153535,11,0,5,4,2,0,38,0, <=50K
27,2,34701,9,4,7,1,4,1,38,0, <=50K
46,0,106252,15,0,0,1,4,0,38,0, <=50K
36,0,359249,15,5,0,1,2,1,38,0, <=50K
35,2,30565,11,1,7,5,4,0,38,1, <=50K
58,4,196403,11,2,3,5,4,0,38,1, >50K
30,2,130369,8,5,9,4,4,0,38,0, <=50K
34,1,236415,15,4,0,4,4,0,38,0, <=50K
27,2,211184,11,4,0,1,4,0,38,0, <=50K
58,4,310014,9,2,4,0,4,1,38,0, >50K
37,4,36214,9,2,2,0,4,1,38,1, >50K
37,2,335716,11,0,11,4,4,0,38,0, <=50K
61,2,163393,11,2,13,0,4,1,38,0, >50K
68,2,195868,9,2,11,0,4,1,38,1, >50K
39,2,181661,11,2,5,0,4,1,38,0, <=50K
37,4,241998,9,2,9,0,4,1,38,1, >50K
34,2,61272,9,4,3,1,4,0,38,0, <=50K
27,2,40295,11,4,13,1,4,1,38,0, <=50K
19,2,125938,2,4,7,3,4,1,7,0, <=50K
56,2,314149,10,2,9,0,4,1,38,1, >50K
51,2,360131,4,2,2,2,4,0,38,0, <=50K
28,1,296537,11,2,2,0,4,1,38,0, >50K
52,4,140985,9,2,0,5,4,0,38,1, >50K
35,2,186035,8,4,12,1,4,1,38,0, <=50K
23,2,253190,7,2,5,0,4,1,38,0, <=50K
27,2,208725,9,4,2,3,4,1,38,0, <=50K
53,2,149784,11,2,6,0,4,1,38,0, >50K
60,4,193038,15,2,4,0,4,1,38,0, >50K
23,2,207415,7,2,11,5,4,0,38,0, <=50K
30,2,171598,9,3,11,1,4,0,38,0, <=50K
17,2,29571,2,4,5,3,4,1,38,0, <=50K
52,2,110563,15,2,3,0,4,1,38,1, >50K
23,0,41356,7,4,3,4,4,0,38,0, <=50K
40,5,390781,11,0,7,1,2,0,38,0, <=50K
40,2,183404,15,5,7,4,4,0,38,0, <=50K
23,2,139187,1,4,5,3,4,1,38,0, <=50K
60,1,227332,12,2,3,0,4,1,38,1, >50K
36,2,32709,15,0,11,1,4,0,38,0, <=50K
61,4,181033,11,2,4,0,4,1,38,0, >50K
27,2,199172,9,4,10,3,4,0,38,0, <=50K
43,3,34218,15,2,3,0,4,1,38,0, >50K
35,5,226789,12,2,9,0,4,1,38,0, >50K
25,4,72338,11,4,11,4,1,0,38,0, <=50K
26,2,322547,9,4,9,1,4,0,38,0, <=50K
39,2,300760,11,0,12,4,4,0,38,0, <=50K
30,4,20098,8,0,6,1,4,0,38,0, <=50K
50,2,31014,11,2,9,5,4,0,38,1, >50K
48,4,171986,11,0,9,1,4,1,38,0, <=50K
38,1,188612,15,2,2,0,4,1,38,0, >50K
35,4,61343,11,2,2,0,4,1,38,0, >50K
90,2,84553,11,2,6,0,4,1,38,0, <=50K
44,2,225879,15,2,0,5,3,0,25,1, <=50K
29,0,142712,15,2,0,0,4,1,38,1, <=50K
24,2,204172,9,4,11,2,4,0,38,0, <=50K
48,2,164423,11,0,6,4,4,0,38,0, <=50K
28,4,51461,11,2,4,0,4,1,38,0, <=50K
23,1,280164,11,4,7,3,2,1,38,0, <=50K
28,2,64307,5,2,2,0,4,1,38,0, <=50K
45,2,51744,9,4,3,1,4,0,38,0, <=50K
43,1,143046,15,0,7,4,4,0,38,0, <=50K
54,2,183248,11,0,13,1,2,1,38,0, <=50K
35,1,190964,9,2,2,0,4,1,38,0, >50K
33,4,192256,9,2,2,0,4,1,38,0, >50K
37,2,335168,15,2,11,0,4,1,38,0, >50K
22,2,202745,11,4,6,2,4,1,38,0, <=50K
36,1,137314,15,2,10,0,4,1,38,1, >50K
41,2,140886,11,2,4,0,4,1,38,0, >50K
34,1,22641,11,4,10,1,0,1,38,0, <=50K
40,5,166327,15,0,0,1,2,0,38,0, <=50K
47,1,81654,15,0,3,1,4,1,38,1, <=50K
42,2,124792,11,2,2,0,2,1,38,1, <=50K
79,2,172220,5,6,8,1,4,0,38,0, <=50K
55,2,208451,12,2,3,0,4,1,38,1, >50K
37,2,434097,7,0,2,1,2,1,38,0, <=50K
25,5,104097,12,4,3,1,4,1,38,0, <=50K
60,2,101096,10,4,9,1,4,0,38,1, <=50K
52,2,61735,1,2,7,0,4,1,38,0, <=50K
33,4,520078,7,0,11,4,2,1,38,0, <=50K
60,2,198170,15,2,13,0,4,1,38,1, >50K
41,2,282964,15,0,0,1,4,0,38,0, <=50K
36,2,132879,11,0,3,4,4,1,38,0, <=50K
21,2,33616,15,4,0,3,4,0,38,0, <=50K
33,4,272359,9,2,11,0,4,1,38,1, >50K
30,2,226443,9,2,11,0,4,1,38,1, >50K
27,2,179565,9,4,0,1,4,0,38,0, <=50K
34,0,191342,9,2,0,0,1,1,38,0, >50K
19,2,174478,11,4,7,3,4,0,38,0, <=50K
35,2,214891,11,2,13,0,3,1,5,0, <=50K
56,4,60166,3,4,3,1,0,1,38,0, <=50K
32,2,185732,1,0,7,4,4,0,38,0, <=50K
22,2,153516,9,4,9,1,4,1,38,0, <=50K
46,2,110171,15,2,2,0,4,1,38,1, >50K
35,2,241998,11,4,11,1,4,1,38,1, <=50K
38,2,217349,8,0,9,1,4,0,38,1, <=50K
26,2,306513,15,4,5,3,4,1,38,0, <=50K
41,0,106982,15,0,9,4,4,0,38,1, <=50K
27,2,330466,9,4,12,2,1,1,38,0, <=50K
25,2,177017,11,4,11,1,4,1,38,0, <=50K
22,2,117606,9,4,0,3,4,0,38,0, <=50K
37,2,175390,11,0,6,4,2,0,38,0, <=50K
37,2,189878,14,2,9,0,4,1,38,1, >50K
36,2,241998,9,2,2,0,4,1,38,1, >50K
28,3,31717,11,2,3,0,4,1,38,1, >50K
28,2,140845,0,4,6,1,4,0,38,0, <=50K
52,2,298215,9,2,2,0,4,1,38,1, >50K
50,1,191130,8,2,10,0,4,1,38,1, >50K
41,2,137126,9,2,9,0,4,1,38,1, >50K
44,0,113597,15,2,3,0,4,1,38,1, >50K
33,2,203488,15,4,3,3,4,1,38,0, <=50K
47,1,109705,11,0,3,1,4,0,38,0, <=50K
33,2,69311,11,4,5,1,4,1,38,0, <=50K
48,2,449354,11,2,0,0,4,1,38,1, <=50K
41,2,92733,11,2,2,0,4,1,38,1, >50K
50,2,410186,11,2,2,0,4,1,38,0, >50K
26,2,178140,9,2,7,0,4,1,38,1, <=50K
66,2,210825,15,2,12,0,4,1,38,1, >50K
30,2,30063,11,0,7,4,4,0,38,0, <=50K
24,2,59146,11,5,11,4,4,0,38,0, <=50K
23,2,378460,15,4,9,3,4,1,38,0, <=50K
26,2,213412,1,2,2,0,4,1,38,0, <=50K
35,2,953588,11,2,3,5,4,0,38,1, >50K
52,2,177366,11,5,7,2,4,0,38,0, <=50K
47,2,355320,9,2,9,0,4,1,38,1, >50K
57,2,173090,11,6,11,4,4,0,38,0, <=50K
25,2,164229,11,0,7,1,4,1,38,0, <=50K
33,2,192002,12,2,3,0,4,1,1,1, >50K
54,2,185407,11,2,2,0,4,1,38,1, >50K
40,2,195488,11,4,0,3,4,0,38,0, <=50K
35,4,230268,15,2,7,0,4,1,38,0, <=50K
62,2,69867,9,2,9,0,4,1,38,1, >50K
25,2,130302,11,2,6,0,4,1,38,0, <=50K
59,2,154100,12,4,11,1,4,0,38,1, <=50K
33,1,156015,8,2,12,0,4,1,38,0, >50K
24,1,32950,9,4,9,1,4,1,38,0, <=50K
46,2,233511,9,0,2,1,4,1,38,0, <=50K
20,2,210781,15,4,0,3,4,0,38,0, <=50K
46,2,185385,11,2,11,0,4,1,38,1, >50K
26,2,357933,15,4,0,3,4,0,38,0, <=50K
32,2,317378,9,4,3,3,4,0,38,1, <=50K
41,2,187802,15,0,12,1,4,1,38,0, <=50K
37,2,305597,11,0,2,1,4,1,38,0, <=50K
19,2,35865,15,4,5,1,4,0,38,0, <=50K
55,2,190514,5,2,0,0,4,1,38,0, <=50K
23,2,210526,11,4,0,3,4,1,38,0, <=50K
44,0,68729,9,2,3,0,1,1,38,1, >50K
51,2,29887,11,0,3,1,4,1,38,0, <=50K
46,4,102308,9,2,11,0,4,1,38,1, >50K
23,1,212803,9,4,9,1,4,0,38,0, <=50K
46,1,170092,12,4,9,1,4,0,38,0, <=50K
46,2,91262,15,3,2,1,1,1,29,0, <=50K
34,2,90614,7,2,12,0,4,1,38,0, >50K
47,2,147236,11,2,2,0,4,1,38,1, >50K
52,2,98588,11,2,2,0,4,1,38,0, >50K
22,2,195179,15,4,11,3,4,1,38,0, <=50K
40,2,244172,11,2,5,0,4,1,38,0, <=50K
47,2,184402,11,0,7,1,4,1,38,0, <=50K
52,2,163998,11,2,11,0,4,1,38,1, >50K
47,2,157901,1,2,7,0,0,1,38,0, <=50K
59,2,291529,0,6,6,1,4,1,38,0, <=50K
23,2,346480,11,4,0,1,4,0,38,0, <=50K
43,2,182437,9,4,9,1,4,1,38,1, <=50K
44,4,219591,15,2,2,0,4,1,38,0, >50K
31,2,145791,8,0,12,4,4,0,38,0, <=50K
64,1,142166,11,2,2,0,4,1,38,0, >50K
20,2,494784,11,4,11,2,2,0,38,0, <=50K
38,2,191479,15,0,3,3,2,0,38,0, <=50K
36,0,47310,15,0,3,4,2,0,38,1, <=50K
23,2,283796,2,4,6,2,4,1,25,0, <=50K
26,1,265230,9,4,9,1,2,0,38,0, <=50K
56,0,61885,9,4,13,1,2,1,38,0, <=50K
70,2,280307,9,2,3,0,4,1,4,0, >50K
43,2,178976,11,4,0,4,4,0,38,0, <=50K
32,2,199529,15,5,12,1,0,1,38,0, <=50K
32,2,27856,15,4,0,1,4,0,38,0, <=50K
28,2,207473,15,2,13,0,4,1,7,0, <=50K
49,2,176341,9,4,12,4,1,0,18,0, <=50K
19,2,143360,11,4,6,3,4,0,38,0, <=50K
36,2,224566,7,4,9,1,4,1,38,0, <=50K
57,2,204751,15,2,2,0,4,1,38,1, >50K
46,2,405309,11,2,3,0,4,1,38,0, >50K
63,2,181153,11,2,11,0,4,1,38,0, >50K
46,2,28419,14,2,9,0,4,1,38,1, >50K
52,2,145333,9,0,11,1,4,1,38,0, <=50K
27,2,197905,15,2,7,0,4,1,38,0, <=50K
46,4,176319,11,2,11,3,4,0,38,1, <=50K
59,2,35411,11,6,6,1,4,0,38,0, <=50K
32,4,173854,9,0,9,2,4,1,38,1, <=50K
29,2,211299,8,4,11,1,2,1,38,0, <=50K
45,2,148171,8,2,2,0,4,1,38,1, >50K
18,2,142647,15,4,7,3,4,0,38,0, <=50K
23,2,114357,11,4,12,3,4,1,38,0, <=50K
27,2,189462,12,4,9,1,4,0,38,0, <=50K
39,2,90646,8,0,0,4,4,0,38,0, <=50K
26,2,108542,15,2,0,0,4,1,38,1, <=50K
26,2,257405,4,4,4,2,2,1,25,0, <=50K
20,5,432052,15,4,5,1,4,1,38,0, <=50K
43,2,397280,7,4,9,1,4,1,38,1, <=50K
43,4,194726,11,0,2,3,4,1,38,0, <=50K
59,2,117059,1,2,13,0,0,1,38,0, <=50K
65,4,78875,15,2,3,0,4,1,38,0, >50K
43,1,92374,12,2,9,5,2,0,38,1, >50K
62,5,162678,9,2,3,0,4,1,38,0, >50K
25,2,306908,9,2,9,0,4,1,38,1, >50K
35,2,273612,9,4,3,1,4,1,38,0, <=50K
26,2,183965,11,4,2,1,4,1,38,0, <=50K
63,2,206052,11,2,2,0,4,1,38,0, >50K
54,4,103179,11,2,13,0,4,1,38,1, >50K
32,4,180303,9,0,2,4,1,1,19,0, <=50K
23,2,203078,9,4,0,3,2,1,38,0, <=50K
53,3,155983,12,2,11,0,4,1,38,1, >50K
49,3,58359,15,2,3,0,4,1,38,1, >50K
29,2,138537,8,2,2,0,1,1,24,0, >50K
18,2,159561,1,4,13,3,4,1,38,0, <=50K
18,2,192485,2,4,5,3,2,1,38,0, <=50K
24,2,136310,15,2,12,0,4,1,38,0, <=50K
28,2,202239,5,2,9,0,4,1,38,0, <=50K
31,2,176185,12,2,3,0,4,1,9,1, >50K
17,2,205726,1,4,11,3,4,0,38,0, <=50K
31,4,252752,11,2,7,5,4,0,38,1, <=50K
37,2,301070,11,0,4,4,4,1,38,0, <=50K
48,2,125892,9,0,3,2,4,1,38,0, <=50K
25,2,126974,11,4,2,3,4,1,38,0, <=50K
22,2,153805,11,4,7,4,3,1,32,0, <=50K
27,2,185670,9,2,11,0,4,1,38,1, >50K
45,4,43434,9,4,3,1,4,0,38,0, <=50K
24,2,268525,9,4,0,1,4,1,38,0, <=50K
23,2,174461,11,4,7,1,4,0,38,0, <=50K
37,2,179088,15,0,0,1,4,0,38,0, <=50K
22,5,232742,15,4,0,4,2,0,38,0, <=50K
23,2,242912,15,4,7,3,4,0,38,0, <=50K
39,2,70240,4,3,7,4,1,0,29,0, <=50K
37,2,172694,15,2,5,0,2,1,38,0, <=50K
33,2,319422,15,2,13,0,4,1,28,0, <=50K
57,4,35561,11,2,4,0,4,1,38,1, >50K
60,4,264314,15,2,3,0,4,1,3,0, >50K
35,2,77820,15,2,2,0,4,1,38,0, >50K
36,2,115834,8,2,3,5,4,0,38,1, >50K
35,2,287658,15,4,0,4,2,1,38,0, <=50K
28,2,250135,15,0,3,1,4,0,38,0, <=50K
